labels 1 -1
1 0.973612 0.0263882
-1 0.474967 0.525033
-1 0.198033 0.801967
1 0.932949 0.0670515
-1 0.191024 0.808976
-1 0.41307 0.58693
1 0.761171 0.238829
1 0.934764 0.0652364
1 0.954399 0.0456006
1 0.982904 0.0170956
1 0.561964 0.438036
1 0.864645 0.135355
-1 0.130037 0.869963
-1 0.36533 0.63467
-1 0.21682 0.78318
-1 0.0938047 0.906195
1 0.982758 0.0172424
1 0.889967 0.110033
-1 0.172316 0.827684
-1 0.194792 0.805208
1 0.985528 0.0144718
-1 0.101932 0.898068
-1 0.205838 0.794162
-1 0.129881 0.870119
-1 0.0766491 0.923351
-1 0.036895 0.963105
-1 0.291567 0.708433
-1 0.0541609 0.945839
1 0.768058 0.231942
-1 0.0652687 0.934731
1 0.759524 0.240476
1 0.765417 0.234583
-1 0.0169895 0.983011
1 0.980487 0.0195132
1 0.906694 0.0933063
1 0.915165 0.0848346
1 0.942528 0.0574718
-1 0.113534 0.886466
-1 0.0780991 0.921901
-1 0.162948 0.837052
-1 0.407651 0.592349
-1 0.037924 0.962076
-1 0.144805 0.855195
-1 0.0498149 0.950185
1 0.502941 0.497059
-1 0.0771466 0.922853
1 0.764906 0.235094
-1 0.297848 0.702152
1 0.954638 0.0453625
1 0.965742 0.0342577
1 0.848328 0.151672
-1 0.0143232 0.985677
-1 0.128206 0.871794
-1 0.0638648 0.936135
-1 0.0346756 0.965324
-1 0.0173318 0.982668
1 0.907956 0.0920438
-1 0.0198132 0.980187
-1 0.307931 0.692069
1 0.79749 0.20251
-1 0.275093 0.724907
1 0.580111 0.419889
-1 0.061126 0.938874
-1 0.00994274 0.990057
-1 0.273649 0.726351
1 0.964388 0.0356124
-1 0.396404 0.603596
-1 0.106599 0.893401
-1 0.0932277 0.906772
-1 0.0663359 0.933664
1 0.944276 0.0557238
-1 0.12799 0.87201
-1 0.146413 0.853587
-1 0.1171 0.8829
-1 0.219758 0.780242
1 0.992339 0.00766107
1 0.621468 0.378532
-1 0.00971249 0.990288
-1 0.0252587 0.974741
-1 0.0365182 0.963482
1 0.914794 0.085206
1 0.793954 0.206046
1 0.908992 0.0910079
-1 0.259449 0.740551
1 0.714393 0.285607
-1 0.270052 0.729948
-1 0.0472378 0.952762
1 0.771016 0.228984
-1 0.0139948 0.986005
1 0.885617 0.114383
-1 0.100712 0.899288
-1 0.0974274 0.902573
1 0.973732 0.0262676
1 0.793634 0.206366
1 0.80947 0.19053
1 0.838054 0.161946
-1 0.399867 0.600133
1 0.536926 0.463074
-1 0.179258 0.820742
-1 0.0140385 0.985962
-1 0.0193544 0.980646
-1 0.485789 0.514211
-1 0.0483347 0.951665
1 0.984782 0.0152183
1 0.899299 0.100701
1 0.679495 0.320505
-1 0.238619 0.761381
1 0.910116 0.0898839
1 0.789111 0.210889
-1 0.015971 0.984029
1 0.721373 0.278627
-1 0.0351121 0.964888
-1 0.146637 0.853363
-1 0.0139063 0.986094
-1 0.0432989 0.956701
-1 0.0228628 0.977137
1 0.625284 0.374716
1 0.987393 0.0126066
-1 0.069638 0.930362
1 0.924199 0.075801
1 0.932704 0.0672955
1 0.96569 0.03431
1 0.970175 0.0298251
-1 0.129955 0.870045
1 0.576473 0.423527
-1 0.0806556 0.919344
1 0.980054 0.0199462
-1 0.061896 0.938104
-1 0.121791 0.878209
1 0.842221 0.157779
1 0.540809 0.459191
1 0.661396 0.338604
-1 0.131979 0.868021
1 0.940184 0.0598157
1 0.549382 0.450618
-1 0.268869 0.731131
-1 0.0807229 0.919277
1 0.689825 0.310175
-1 0.00749284 0.992507
1 0.568174 0.431826
1 0.961553 0.0384472
-1 0.235861 0.764139
1 0.641632 0.358368
-1 0.327435 0.672565
1 0.626589 0.373411
1 0.983238 0.0167621
-1 0.243606 0.756394
1 0.885251 0.114749
1 0.88329 0.11671
-1 0.0694305 0.93057
-1 0.0512191 0.948781
-1 0.0453226 0.954677
-1 0.0324668 0.967533
1 0.610052 0.389948
-1 0.0607066 0.939293
-1 0.00673421 0.993266
1 0.966815 0.0331851
-1 0.0834294 0.916571
-1 0.244144 0.755856
1 0.839451 0.160549
-1 0.336318 0.663682
-1 0.266446 0.733554
-1 0.0507453 0.949255
1 0.989035 0.0109647
-1 0.309818 0.690182
-1 0.253095 0.746905
-1 0.0661138 0.933886
-1 0.209235 0.790765
-1 0.296615 0.703385
-1 0.117821 0.882179
-1 0.174918 0.825082
1 0.976046 0.0239545
1 0.916879 0.0831206
-1 0.132599 0.867401
-1 0.0254 0.9746
1 0.717573 0.282427
1 0.995808 0.00419198
-1 0.337976 0.662024
1 0.768859 0.231141
-1 0.0695039 0.930496
-1 0.218967 0.781033
1 0.96271 0.0372896
-1 0.439056 0.560944
-1 0.157382 0.842618
1 0.535358 0.464642
-1 0.298536 0.701464
1 0.960194 0.0398061
1 0.81942 0.18058
-1 0.270668 0.729332
1 0.954227 0.0457734
-1 0.211194 0.788806
1 0.921745 0.0782552
-1 0.145043 0.854957
1 0.76197 0.23803
-1 0.179202 0.820798
-1 0.0562011 0.943799
-1 0.161781 0.838219
-1 0.0386837 0.961316
-1 0.0814655 0.918535
1 0.93117 0.06883
1 0.54661 0.45339
1 0.888877 0.111123
1 0.965692 0.0343081
1 0.724951 0.275049
1 0.969313 0.030687
-1 0.113654 0.886346
-1 0.0499755 0.950024
1 0.669768 0.330232
1 0.763492 0.236508
-1 0.263779 0.736221
-1 0.396336 0.603664
-1 0.164332 0.835668
-1 0.0305108 0.969489
1 0.993972 0.00602807
-1 0.0427419 0.957258
-1 0.0253049 0.974695
-1 0.044339 0.955661
1 0.54672 0.45328
1 0.554077 0.445923
-1 0.0317371 0.968263
1 0.930763 0.0692369
1 0.945505 0.0544952
-1 0.107947 0.892053
1 0.985174 0.0148262
-1 0.0452169 0.954783
-1 0.22071 0.77929
1 0.563111 0.436889
1 0.701996 0.298004
-1 0.0118337 0.988166
-1 0.0883747 0.911625
1 0.752771 0.247229
1 0.585893 0.414107
-1 0.164608 0.835392
1 0.796832 0.203168
1 0.942271 0.0577289
1 0.98974 0.0102602
-1 0.0928393 0.907161
1 0.906432 0.0935675
-1 0.174809 0.825191
-1 0.0440931 0.955907
1 0.82503 0.17497
-1 0.157228 0.842772
-1 0.175414 0.824586
1 0.812449 0.187551
-1 0.235367 0.764633
1 0.875151 0.124849
1 0.840941 0.159059
-1 0.0549592 0.945041
-1 0.365181 0.634819
1 0.990397 0.0096029
1 0.836374 0.163626
-1 0.0540109 0.945989
-1 0.440137 0.559863
-1 0.0916017 0.908398
-1 0.0771141 0.922886
-1 0.150183 0.849817
-1 0.269521 0.730479
1 0.944346 0.0556539
-1 0.126943 0.873057
-1 0.226899 0.773101
-1 0.0244567 0.975543
1 0.985432 0.0145679
-1 0.171754 0.828246
-1 0.0477316 0.952268
-1 0.268687 0.731313
-1 0.243504 0.756496
-1 0.123842 0.876158
-1 0.0737027 0.926297
1 0.500528 0.499472
1 0.989906 0.0100935
